ID,Country,ISO3,Unit,CTS_Name,Year,Month,Value
511,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1979,12,336.81
513,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1980,01,337.9
515,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1980,02,338.34
517,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1980,03,340.07
519,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1980,04,340.93
521,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1980,05,341.45
523,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1980,06,341.36
525,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1980,07,339.45
527,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1980,08,337.67
529,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1980,09,336.25
531,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1980,10,336.14
533,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1980,11,337.3
535,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1980,12,338.29
537,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1981,01,339.29
539,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1981,02,340.55
541,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1981,03,341.63
543,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1981,04,342.6
545,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1981,05,343.04
547,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1981,06,342.54
549,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1981,07,340.82
551,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1981,08,338.48
553,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1981,09,336.95
555,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1981,10,337.05
557,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1981,11,338.58
559,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1981,12,339.91
561,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1982,01,340.93
563,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1982,02,341.76
565,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1982,03,342.77
567,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1982,04,343.96
569,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1982,05,344.77
571,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1982,06,343.88
573,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1982,07,342.42
575,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1982,08,340.24
577,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1982,09,338.38
579,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1982,10,338.41
581,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1982,11,339.44
583,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1982,12,340.78
585,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1983,01,341.57
587,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1983,02,342.78
589,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1983,03,343.37
591,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1983,04,345.4
593,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1983,05,346.14
595,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1983,06,345.76
597,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1983,07,344.32
599,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1983,08,342.51
601,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1983,09,340.46
603,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1983,10,340.53
605,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1983,11,341.79
607,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1983,12,343.2
609,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1984,01,344.21
611,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1984,02,344.92
613,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1984,03,345.68
615,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1984,04,347.37
617,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1984,05,347.78
619,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1984,06,347.16
621,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1984,07,345.79
623,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1984,08,343.74
625,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1984,09,341.59
627,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1984,10,341.86
629,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1984,11,343.31
631,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1984,12,345
633,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1985,01,345.48
635,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1985,02,346.41
637,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1985,03,347.91
639,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1985,04,348.66
641,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1985,05,349.28
643,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1985,06,348.65
645,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1985,07,346.9
647,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1985,08,345.26
649,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1985,09,343.47
651,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1985,10,343.35
653,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1985,11,344.73
655,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1985,12,346.12
657,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1986,01,346.78
659,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1986,02,347.48
661,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1986,03,348.25
663,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1986,04,349.86
665,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1986,05,350.52
667,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1986,06,349.98
669,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1986,07,348.25
671,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1986,08,346.17
673,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1986,09,345.48
675,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1986,10,344.82
677,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1986,11,346.22
679,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1986,12,347.49
681,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1987,01,348.73
683,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1987,02,348.92
685,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1987,03,349.81
687,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1987,04,351.4
689,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1987,05,352.15
691,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1987,06,351.58
693,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1987,07,350.21
695,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1987,08,348.2
697,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1987,09,346.66
699,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1987,10,346.72
701,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1987,11,348.08
703,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1987,12,349.28
705,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1988,01,350.51
707,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1988,02,351.7
709,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1988,03,352.5
711,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1988,04,353.67
713,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1988,05,354.35
715,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1988,06,353.88
717,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1988,07,352.8
719,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1988,08,350.49
721,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1988,09,348.97
723,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1988,10,349.37
725,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1988,11,350.42
727,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1988,12,351.62
729,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1989,01,353.07
731,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1989,02,353.43
733,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1989,03,354.08
735,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1989,04,355.72
737,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1989,05,355.95
739,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1989,06,355.44
741,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1989,07,354.05
743,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1989,08,351.84
745,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1989,09,350.09
747,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1989,10,350.33
749,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1989,11,351.55
751,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1989,12,352.91
753,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1990,01,353.86
755,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1990,02,355.1
757,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1990,03,355.75
759,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1990,04,356.38
761,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1990,05,357.38
763,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1990,06,356.39
765,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1990,07,354.89
767,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1990,08,353.06
769,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1990,09,351.38
771,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1990,10,351.69
773,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1990,11,353.14
775,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1990,12,354.41
777,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1991,01,354.93
779,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1991,02,355.82
781,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1991,03,357.33
783,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1991,04,358.77
785,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1991,05,359.23
787,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1991,06,358.23
789,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1991,07,356.3
791,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1991,08,353.97
793,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1991,09,352.34
795,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1991,10,352.43
797,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1991,11,353.89
799,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1991,12,355.21
801,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1992,01,356.34
803,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1992,02,357.21
805,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1992,03,357.97
807,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1992,04,359.22
809,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1992,05,359.71
811,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1992,06,359.44
813,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1992,07,357.15
815,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1992,08,354.99
817,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1992,09,353.01
819,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1992,10,353.41
821,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1992,11,354.42
823,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1992,12,355.68
825,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1993,01,357.1
827,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1993,02,357.42
829,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1993,03,358.59
831,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1993,04,359.39
833,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1993,05,360.3
835,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1993,06,359.64
837,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1993,07,357.45
839,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1993,08,355.76
841,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1993,09,354.14
843,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1993,10,354.23
845,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1993,11,355.53
847,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1993,12,357.03
849,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1994,01,358.36
851,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1994,02,359.04
853,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1994,03,360.11
855,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1994,04,361.36
857,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1994,05,361.78
859,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1994,06,360.94
861,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1994,07,359.51
863,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1994,08,357.59
865,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1994,09,355.86
867,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1994,10,356.21
869,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1994,11,357.65
871,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1994,12,359.1
873,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1995,01,360.04
875,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1995,02,361
877,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1995,03,361.98
879,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1995,04,363.44
881,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1995,05,363.83
883,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1995,06,363.33
885,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1995,07,361.78
887,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1995,08,359.33
889,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1995,09,358.32
891,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1995,10,358.14
893,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1995,11,359.61
895,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1995,12,360.82
897,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1996,01,362.2
899,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1996,02,363.36
901,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1996,03,364.28
903,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1996,04,364.69
905,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1996,05,365.25
907,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1996,06,365.06
909,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1996,07,363.69
911,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1996,08,361.55
913,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1996,09,359.69
915,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1996,10,359.72
917,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1996,11,361.04
919,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1996,12,362.39
921,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1997,01,363.24
923,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1997,02,364.21
925,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1997,03,364.65
927,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1997,04,366.49
929,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1997,05,366.77
931,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1997,06,365.73
933,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1997,07,364.46
935,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1997,08,362.4
937,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1997,09,360.44
939,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1997,10,360.98
941,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1997,11,362.65
943,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1997,12,364.51
945,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1998,01,365.39
947,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1998,02,366.1
949,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1998,03,367.36
951,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1998,04,368.79
953,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1998,05,369.56
955,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1998,06,369.13
957,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1998,07,367.98
959,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1998,08,366.1
961,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1998,09,364.16
963,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1998,10,364.54
965,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1998,11,365.67
967,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1998,12,367.3
969,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1999,01,368.35
971,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1999,02,369.28
973,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1999,03,369.84
975,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1999,04,371.15
977,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1999,05,371.12
979,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1999,06,370.46
981,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1999,07,369.61
983,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1999,08,367.06
985,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1999,09,364.95
987,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1999,10,365.52
989,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1999,11,366.88
991,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,1999,12,368.26
993,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,2000,01,369.45
995,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,2000,02,369.71
997,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,2000,03,370.75
999,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,2000,04,371.98
1001,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,2000,05,371.75
1003,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,2000,06,371.87
1005,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,2000,07,370.02
1007,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,2000,08,368.27
1009,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,2000,09,367.15
1011,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,2000,10,367.18
1013,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,2000,11,368.53
1015,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,2000,12,369.83
1017,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,2001,01,370.76
1019,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,2001,02,371.69
1021,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,2001,03,372.63
1023,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,2001,04,373.55
1025,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,2001,05,374.03
1027,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,2001,06,373.4
1029,World,WLD,Parts Per Million,Atmospheric Carbon Dioxide Concentrations,2001,07,371.68
